selected_zone,ALEPPO,ASPINWALL,AVALON,BALDWIN,BELL ACRES,BELLEVUE,BEN AVON,BEN AVON HEIGHTS,BETHEL PARK,BLAWNOX,BRACKENRIDGE,BRADDOCK,BRADDOCK HILLS,BRADFORD WOODS,BRENTWOOD,BRIDGEVILLE,CARNEGIE,CASTLE SHANNON,CHALFANT,CHESWICK,CHURCHILL,CLAIRTON,COLLIER,CORAOPOLIS,CRAFTON,CRESCENT,DORMONT,DRAVOSBURG,DUQUESNE,EAST DEER,EAST MCKEESPORT,EAST PITTSBURGH,EDGEWOOD,EDGEWORTH,ELIZABETH,EMSWORTH,ETNA,FAWN,FINDLAY,FOREST HILLS,FORWARD,FOX CHAPEL,FRANKLIN PARK,FRAZER,GLASSPORT,GLEN OSBORNE,GLENFIELD,GREEN TREE,HAMPTON,HARMAR,HARRISON,HAYSVILLE,HEIDELBERG,HOMESTEAD,INDIANA,INGRAM,JEFFERSON HILLS,KENNEDY,KILBUCK,LEET,LEETSDALE,LIBERTY,LINCOLN,MARSHALL,MCCANDLESS,MCDONALD,MCKEES ROCKS,MCKEESPORT,MILLVALE,MONROEVILLE,MOON,MOUNT LEBANON,MOUNT OLIVER,MUNHALL,NEVILLE,NORTH BRADDOCK,NORTH FAYETTE,NORTH VERSAILLES,O'HARA,OAKDALE,OAKMONT,OHIO,PENN HILLS,PENNSBURY VILLAGE,PINE,PITCAIRN,PITTSBURGH,PLEASANT HILLS,PLUM,PORT VUE,RANKIN,RESERVE,RICHLAND,ROBINSON,ROSS,ROSSLYN FARMS,SCOTT,SEWICKLEY,SEWICKLEY HEIGHTS,SEWICKLEY HILLS,SHALER,SHARPSBURG,SOUTH FAYETTE,SOUTH PARK,SOUTH VERSAILLES,SPRINGDALE,STOWE,SWISSVALE,TARENTUM,THORNBURG,TRAFFORD,TURTLE CREEK,UPPER ST. CLAIR,VERONA,VERSAILLES,WALL,WEST DEER,WEST ELIZABETH,WEST HOMESTEAD,WEST MIFFLIN,WEST VIEW,WHITAKER,WHITE OAK,WHITEHALL,WILKINS,WILKINSBURG,WILMERDING
OAKMONT,0.852056916,0.878327079,0.435688066,0.91110983,0.820475873,0.154772618,0.987129069,0.39154664,0.881243533,0.361860533,0.653518557,0.115179569,0.224475235,0.725351352,0.328421008,0.089860499,0.94391641,0.768628949,0.561676382,0.883439322,0.423473275,0.561309967,0.646474879,0.63667788,0.955048698,0.179703225,0.211922607,0.265584084,0.406038995,0.042546477,0.994317307,0.653505688,0.953543324,0.782833081,0.193088445,0.877642193,0.652007543,0.767095315,0.750223431,0.049768389,0.109210518,0.871765639,0.230520945,0.398758634,0.526644255,0.141414156,0.767555192,0.634083456,0.979508742,0.774800949,0.057180916,0.224123476,0.358600893,0.381779402,0.49902068,0.557514619,0.624492299,0.35195817,0.220961172,0.155756443,0.077499928,0.728830921,0.482869072,0.780836268,0.872181863,0.30463803,0.870933621,0.180697915,0.696220322,0.404420314,0.304023038,0.742546106,0.342610535,0.174396244,0.64996732,0.407852766,0.481540919,0.662818986,0.014061927,0.844387813,0.693327931,0.60563196,0.449362158,0.426369899,0.089686358,0.823924682,0.072040912,0.142900126,0.256830997,0.565367336,0.92547143,0.122109894,0.518840994,0.49184092,0.980439142,0.843686903,0.460440951,0.537606083,0.196447715,0.446101161,0.783952591,0.441080508,0.786603673,0.063170719,0.507029384,0.86937443,0.637555857,0.081382117,0.433578868,0.83286693,0.924687844,0.069763079,0.033142287,0.340104881,0.333967008,0.816337293,0.881551576,0.162706901,0.516605254,0.616779075,0.574544945,0.186451147,0.970639733,0.284386363,0.885716367,0.081387624,0.120782839
OHIO,0.468018861,0.973363837,0.451672734,0.264157502,0.874853014,0.426392443,0.063997065,0.691309979,0.176924839,0.940956667,0.636116875,0.791892542,0.41654621,0.073968935,0.924417983,0.362575927,0.592691958,0.739933314,0.521732796,0.821641615,0.977143352,0.103072289,0.663495934,0.094278323,0.428199105,0.011659599,0.238329853,0.968067616,0.524252676,0.173441293,0.477463659,0.903641985,0.672409189,0.112488814,0.512533498,0.55870458,0.324713069,0.393092057,0.187363743,0.978321957,0.301054433,0.604539474,0.926379654,0.10682653,0.347202997,0.873863934,0.358706332,0.730836987,0.052145867,0.280763825,0.677881347,0.71078873,0.787634271,0.079383085,0.503774791,0.561809613,0.854487346,0.680658634,0.578451394,0.427734195,0.157774863,0.864073668,0.751241383,0.797371913,0.616649877,0.298467895,0.763267266,0.128195503,0.917599388,0.204726168,0.25825521,0.413594895,0.79653328,0.46253586,0.755025281,0.204574541,0.574832214,0.558491076,0.904429034,0.401903398,0.366126692,0.077195063,0.168756592,0.126546694,0.547920739,0.235320664,0.781489468,0.192207324,0.650922017,0.729564188,0.008097214,0.172170772,0.060712014,0.341152428,0.797776695,0.5628631,0.764363242,0.103261552,0.093933866,0.022245297,0.798037969,0.462659507,0.39335941,0.454966645,0.040163432,0.739417656,0.845125685,0.722266957,0.006886218,0.830841399,0.30372272,0.089462435,0.757394517,0.667142069,0.523024305,0.394032385,0.053293792,0.933445026,0.349007975,0.382253784,0.768298765,0.981321107,0.391213628,0.8338388,0.504467259,0.276449074,0.178411023
PENN HILLS,0.615488365,0.721585817,0.45485849,0.002212498,0.201477944,0.786087153,0.624791764,0.07280717,0.092055538,0.298785658,0.326075577,0.907544957,0.106294737,0.009103643,0.495432282,0.89281792,0.579712871,0.969865009,0.149896959,0.171897956,0.903524948,0.328743412,0.244875597,0.149052442,0.110725253,0.330130568,0.185194736,0.997996037,0.17506403,0.538320422,0.444409931,0.222916138,0.283714847,0.820222536,0.005350619,0.180354787,0.393714163,0.306085758,0.276492067,0.829421369,0.492100876,0.33850302,0.946306552,0.791231496,0.073460657,0.397576527,0.17595946,0.55525749,0.918847968,0.534535601,0.390069168,0.853379191,0.639049513,0.759782881,0.955121123,0.280248831,0.525833483,0.629014002,0.825249554,0.571740903,0.447667479,0.948605649,0.251310266,0.505885674,0.985279818,0.964645547,0.90464293,0.197791737,0.734833052,0.440770622,0.554840596,0.865257436,0.97632386,0.049246497,0.097616516,0.96920914,0.592832189,0.215441089,0.610456306,0.933421663,0.066868103,0.792875087,0.396744919,0.435550767,0.199989597,0.441558218,0.055390109,0.717826468,0.578988952,0.784532424,0.385979589,0.369367791,0.446516979,0.662798813,0.039200675,0.005351129,0.43037503,0.565959884,0.248818259,0.209604585,0.919831735,0.958390053,0.554911924,0.111531848,0.812012029,0.405734251,0.269507238,0.33416168,0.605078529,0.373293276,0.91956942,0.602046702,0.400955439,0.377874694,0.528092566,0.227272486,0.427852755,0.55790677,0.430165476,0.452325914,0.681123336,0.236185897,0.55766267,0.828462139,0.50014504,0.749021856,0.545200988
PENNSBURY VILLAGE,0.44708494,0.486988985,0.468585793,0.526052312,0.005745076,0.657239212,0.811225576,0.579394377,0.205995471,0.196723361,0.048709488,0.981644387,0.473614188,0.660378874,0.183277718,0.268125957,0.629792217,0.274160596,0.283002186,0.027593023,0.535488826,0.886392864,0.134785394,0.790882149,0.228586515,0.637064579,0.569486206,0.645553884,0.44183359,0.46808868,0.542110847,0.597893406,0.964326144,0.754052441,0.072845069,0.952516795,0.1825499,0.621581747,0.127944158,0.457202342,0.600357462,0.511806897,0.783398001,0.10709456,0.820273106,0.184245937,0.34823504,0.691363085,0.263192006,0.525780706,0.846919002,0.022033819,0.034622557,0.293863298,0.211320093,0.880015461,0.40117113,0.046268644,0.237272574,0.738387099,0.695803438,0.501492296,0.195329726,0.373557595,0.640637816,0.263749294,0.310591981,0.800154479,0.673982991,0.358740602,0.841854881,0.70149516,0.448079342,0.864832138,0.723747438,0.956222714,0.666490573,0.232607391,0.750365177,0.540227433,0.456962794,0.660800055,0.352102146,0.372393418,0.776610041,0.048884609,0.388011258,0.219712439,0.716854077,0.196410523,0.667139843,0.632234735,0.789247529,0.292604457,0.809314965,0.884652845,0.919719349,0.36220529,0.262234425,0.125037518,0.96392475,0.24653146,0.34654935,0.964046752,0.782213083,0.436633394,0.253938168,0.616754362,0.862633708,0.215704782,0.576149674,0.498355771,0.842471685,0.173344004,0.821519109,0.860852993,0.802884652,0.6218001,0.095490922,0.875431376,0.876334318,0.36208299,0.878178245,0.658370341,0.556738299,0.801561912,0.438621628
PINE,0.392583666,0.479760662,0.8521023,0.847382085,0.459181304,0.466662603,0.095006933,0.835694267,0.17276224,0.399272287,0.925179248,0.554253168,0.318726435,0.909543508,0.917574118,0.160445719,0.605107475,0.984811426,0.397158933,0.822192489,0.714582873,0.131855557,0.246404557,0.988472913,0.794032596,0.063789946,0.490019032,0.257082854,0.714052272,0.293872218,0.41050957,0.821482331,0.854733609,0.145498272,0.532504345,0.833496804,0.807266046,0.669890547,0.342791616,0.400175771,0.064210988,0.925059947,0.814935807,0.729572826,0.060272488,0.44740842,0.375752914,0.885425476,0.858523469,0.452311833,0.950779484,0.286025447,0.68116662,0.336294804,0.129183992,0.321877888,0.940367916,0.265378695,0.364498726,0.68741023,0.906159273,0.543228277,0.689462227,0.441464172,0.363885392,0.771100468,0.588825833,0.718127158,0.749838,0.047651306,0.01796957,0.756063078,0.908714655,0.573497712,0.175940456,0.462868216,0.349575549,0.542499766,0.393222744,0.667130088,0.540983485,0.363678496,0.475108493,0.509051096,0.51953516,0.431162204,0.881005503,0.458550376,0.847838863,0.692378366,0.491240727,0.833014845,0.244660305,0.436413101,0.625792127,0.824305944,0.032987498,0.642063003,0.470835221,0.041327607,0.453237407,0.92102344,0.972088843,0.640750304,0.732108446,0.230514499,0.345768444,0.824091443,0.934920275,0.624288998,0.325761989,0.711430866,0.027621117,0.627504651,0.463626779,0.029238471,0.489499733,0.470497097,0.291491465,0.821813675,0.573663939,0.779970934,0.772002502,0.119080909,0.553102841,0.256357314,0.521534192
PITCAIRN,0.705417524,0.788071726,0.506640747,0.511576858,0.089505315,0.614466666,0.73345108,0.688474196,0.280128835,0.443100837,0.176767536,0.371267019,0.504093039,0.568662249,0.055879198,0.458122684,0.468313026,0.888343533,0.602369414,0.355820647,0.894458751,0.07959173,0.057640791,0.198941397,0.381498525,0.138551824,0.974255723,0.89655951,0.154723712,0.5796441,0.491910836,0.981036602,0.287352493,0.498305795,0.384901426,0.967774606,0.517779663,0.948403153,0.297656914,0.969657781,0.315058692,0.590396971,0.590470434,0.976977549,0.923934803,0.436966704,0.682209045,0.368399007,0.994227975,0.447004212,0.122605044,0.42771395,0.160351292,0.703046808,0.792572445,0.259691464,0.074755231,0.95387607,0.458205146,0.59576969,0.189634627,0.5360577,0.594348751,0.673664061,0.480739265,0.53569018,0.278057238,0.4044042,0.77822678,0.133801697,0.554163583,0.251103624,0.19761963,0.904523098,0.36435549,0.145954562,0.62906869,0.167968013,0.623207054,0.681038584,0.029143324,0.42204787,0.120048665,0.474502014,0.696718304,0.656302979,0.442411777,0.746435123,0.278802179,0.133571348,0.163990441,0.385823081,0.049623712,0.802437636,0.780178482,0.424103264,0.753198779,0.162414906,0.845959475,0.17884577,0.262486252,0.146798436,0.801085382,0.110186125,0.64353785,0.830975701,0.613589718,0.331282836,0.400453659,0.245073923,0.537431763,0.214291372,0.877605922,0.28243662,0.800112409,0.6570865,0.538849847,0.955719585,0.068192143,0.5171015,0.726424112,0.696225381,0.165598218,0.271458236,0.977223049,0.757963905,0.888213852
PITTSBURGH,0.902374583,0.824074864,0.454340795,0.536859491,0.193767962,0.254545822,0.638606321,0.746213979,0.980900927,0.468316532,0.815216932,0.493447005,0.49363641,0.004333532,0.849279992,0.411421643,0.544125036,0.557392007,0.378357532,0.650680747,0.708075092,0.116787323,0.790486637,0.776509905,0.057936822,0.571138426,0.849198063,0.462035938,0.776675403,0.073022279,0.952090251,0.29329864,0.409173188,0.427825637,0.15012466,0.032807411,0.247784251,0.466896243,0.074967332,0.146390389,0.642839478,0.215495072,0.027333504,0.734225177,0.637256217,0.823920076,0.532864805,0.388705432,0.409159346,0.619174449,0.854250762,0.910139846,0.254020936,0.57942802,0.300423717,0.797029815,0.380822786,0.27258483,0.010510464,0.914527132,0.165154133,0.884172401,0.470286723,0.606722591,0.178785495,0.75814221,0.884414246,0.987039398,0.240864926,0.029653477,0.369337648,0.752736842,0.160581908,0.429228357,0.671561071,0.991233278,0.845650264,0.926560061,0.867587635,0.770401539,0.047204984,0.825572013,0.029261133,0.494137563,0.947769264,0.396334611,0.657360724,0.781276106,0.653139772,0.867937543,0.773434274,0.10665856,0.967849294,0.475031492,0.577970442,0.331321543,0.785606998,0.526801997,0.260743006,0.876242039,0.751312072,0.473561742,0.529049674,0.503441131,0.791913873,0.852608516,0.198705746,0.092763964,0.150688938,0.409873553,0.441570461,0.099739538,0.150366471,0.177703771,0.702793243,0.30179356,0.300870254,0.40688304,0.409751674,0.770144918,0.865600522,0.527578897,0.435275894,0.666361642,0.196266243,0.859986284,0.967394546
PLEASANT HILLS,0.229971174,0.21113636,0.184580224,0.514851375,0.916972209,0.715162531,0.756383128,0.653283643,0.517198345,0.547544075,0.013910701,0.306423297,0.388392099,0.202584715,0.242734227,0.015752673,0.965837417,0.608325499,0.783416031,0.752442557,0.2816857,0.286784247,0.201281957,0.90255716,0.114923419,0.333030443,0.766277975,0.992912839,0.929283957,0.784337702,0.110839225,0.174959495,0.79416486,0.51503803,0.396161639,0.328543399,0.255466003,0.080030417,0.513593492,0.020370625,0.60887097,0.97340317,0.425664654,0.122909037,0.133805166,0.218003544,0.829709809,0.567484673,0.568609834,0.685323051,0.493712928,0.223272821,0.605527881,0.236614572,0.460765455,0.158162799,0.03687348,0.91600449,0.681177366,0.605049643,0.364233622,0.738668121,0.665181553,0.376873385,0.88354401,0.493624095,0.040935246,0.980221787,0.340460713,0.104317985,0.252314136,0.980760307,0.68555987,0.501163374,0.584389983,0.559923159,0.7327022,0.408284642,0.575574163,0.249829889,0.129552121,0.964443366,0.235626881,0.795152889,0.615992565,0.483181314,0.535926756,0.512660545,0.616574813,0.469322254,0.43538245,0.629608227,0.829666496,0.557420077,0.651841311,0.597481455,0.123679522,0.489046101,0.520220802,0.680790062,0.431551659,0.870068102,0.120228239,0.657369102,0.659745647,0.9971715,0.945854132,0.093755106,0.885392603,0.72317987,0.553841277,0.168037492,0.12468229,0.003790687,0.937445996,0.721863571,0.820878425,0.706547876,0.729507734,0.107600514,0.547005789,0.973983394,0.014427323,0.111538048,0.597150753,0.166061028,0.364705633
PLUM,0.056700488,0.576452613,0.184584757,0.320753931,0.671747471,0.456572836,0.56151926,0.222031624,0.001021156,0.031393677,0.864973236,0.098875342,0.129696407,0.684467473,0.023944707,0.527723961,0.74432965,0.205659456,0.634170627,0.701136439,0.621011798,0.140450981,0.826294299,0.026746733,0.210898147,0.14784301,0.754730216,0.66565966,0.564080633,0.038113824,0.52303473,0.450515108,0.069602622,0.703753799,0.877916664,0.125146915,0.106404053,0.528328756,0.505265818,0.450036183,0.738654394,0.386396885,0.314658798,0.134678401,0.093724252,0.643796494,0.902285039,0.513544938,0.666033979,0.027651294,0.515255578,0.103070849,0.077449533,0.53870621,0.331859208,0.349718694,0.175365634,0.598719029,0.053647273,0.051971116,0.96388965,0.756099381,0.533739118,0.719889687,0.960466398,0.510287754,0.681034722,0.426128614,0.59794902,0.958691046,0.476407043,0.674257751,0.408288662,0.847111056,0.225412429,0.36868932,0.055054665,0.842736036,0.302082954,0.691739958,0.782507492,0.910237062,0.948716951,0.89987205,0.210526791,0.116346003,0.164004203,0.054376283,0.272133402,0.055524059,0.985722204,0.292418009,0.649175229,0.877182834,0.397778719,0.148372582,0.688131574,0.988540267,0.529878449,0.169554334,0.373449342,0.876723773,0.179143354,0.53024265,0.767950184,0.77380419,0.498877855,0.959625839,0.953195383,0.896221412,0.817815534,0.814951618,0.686896593,0.480694828,0.267646561,0.351017289,0.313750098,0.923691411,0.461454406,0.163341733,0.875153622,0.97654439,0.286798932,0.50703082,0.931250089,0.206839906,0.070215032
PORT VUE,0.050224221,0.308578376,0.201865967,0.882812906,0.249522982,0.427718285,0.086529023,0.021302634,0.689974729,0.974669975,0.984139582,0.334733575,0.869692148,0.994782672,0.27685041,0.855352094,0.163991468,0.981642686,0.102693699,0.293580234,0.308600959,0.641796534,0.225131222,0.12790859,0.927436178,0.132780902,0.573149847,0.282816299,0.211105256,0.61824475,0.95177622,0.369250949,0.785130342,0.243288768,0.719293636,0.831354649,0.556165433,0.781794982,0.35784009,0.923567882,0.601195277,0.654674722,0.965257818,0.227086206,0.438655591,0.269277848,0.248686047,0.081470913,0.406830413,0.542869655,0.888952095,0.912904303,0.024668356,0.577397681,0.708753857,0.660766748,0.399117613,0.483247777,0.967036529,0.277567625,0.975590807,0.688507677,0.588554319,0.042504807,0.293957965,0.948608065,0.988208912,0.592636811,0.160929325,0.822266386,0.156325914,0.492108754,0.745583832,0.96662987,0.752294814,0.8336994,0.820896881,0.19801109,0.796349403,0.705808798,0.517211843,0.959728893,0.106538983,0.340223579,0.216629065,0.267027429,0.289060849,0.930875328,0.41390937,0.8837761,0.252995708,0.365521145,0.833297271,0.01277382,0.009206463,0.403271644,0.098455195,0.156015626,0.289112828,0.943079996,0.959729245,0.924454198,0.691948743,0.818487075,0.798387735,0.605129815,0.612712001,0.502763339,0.257512661,0.924664846,0.167577843,0.920419597,0.291630443,0.014320143,0.240804621,0.285830083,0.825066732,0.871594484,0.819884296,0.878692204,0.484124503,0.934571136,0.766308586,0.070242843,0.632400854,0.858808701,0.987187068
RANKIN,0.805266166,0.324563948,0.04100661,0.927131825,0.549727353,0.411061835,0.216974562,0.401451473,0.814931069,0.131717207,0.214829934,0.727441143,0.075458915,0.00074542,0.769004334,0.345930016,0.542640033,0.563527676,0.255362344,0.399683705,0.866172604,0.542749889,0.198900248,0.868602721,0.739510517,0.449573933,0.015640268,0.541600187,0.65747653,0.620649515,0.317820329,0.666005224,0.654032063,0.299606809,0.583057791,0.79728938,0.847267961,0.539463386,0.573881934,0.628964217,0.80259077,0.457397276,0.240444659,0.487990555,0.035468707,0.369949152,0.462551272,0.13557822,0.522549685,0.40834981,0.562008491,0.973662985,0.25738874,0.763708071,0.998511118,0.828041032,0.557677427,0.067518317,0.590387006,0.603423707,0.67761961,0.503285214,0.514839666,0.870265877,0.949661305,0.440880722,0.96110052,0.404937744,0.555789724,0.479623141,0.369957678,0.592965654,0.952624424,0.584849821,0.035515422,0.473284768,0.267258244,0.922511216,0.636182112,0.529761451,0.016512185,0.45136445,0.957598361,0.80428839,0.575326168,0.021283684,0.620847699,0.398607053,0.730841983,0.28291132,0.927562414,0.315680326,0.484753832,0.944971135,0.226609787,0.807980045,0.771679775,0.269830611,0.329825436,0.977288076,0.584606319,0.382740628,0.634990475,0.121914257,0.884338908,0.02718278,0.120791982,0.264965658,0.527274949,0.626976175,0.08811522,0.419421767,0.555453702,0.511521886,0.938763651,0.803030355,0.705965848,0.299115351,0.974555635,0.046408505,0.507312104,0.454371607,0.847670161,0.462315353,0.717907386,0.290600361,0.256060693
RESERVE,0.610159879,0.380025083,0.196942431,0.927554422,0.086238034,0.807243117,0.055830086,0.39597018,0.734969679,0.373200946,0.02057036,0.84681554,0.185554771,0.022093989,0.918559868,0.07520816,0.916242145,0.885817038,0.316177332,0.73702231,0.612904753,0.491523859,0.834515674,0.949706857,0.451847616,0.552176753,0.265162965,0.021371392,0.427903128,0.281770217,0.979129814,0.271664799,0.268493783,0.09034297,0.044908666,0.355836674,0.908611456,0.865229834,0.240413441,0.106543158,0.571926904,0.073800975,0.464958685,0.345977327,0.666032002,0.121909334,0.791213803,0.348915668,0.330726843,0.993581087,0.577206193,0.757954671,0.248674473,0.103670384,0.184091594,0.400063013,0.580065283,0.18867997,0.518056272,0.609516737,0.055197601,0.37003986,0.364235035,0.338359343,0.126357861,0.035354294,0.184651969,0.836613907,0.155517131,0.509766682,0.757171282,0.678117683,0.124138925,0.079108184,0.408810405,0.152815256,0.155865535,0.248460559,0.753745796,0.483403137,0.462515067,0.100718613,0.793643041,0.406712918,0.472155868,0.778740252,0.203945532,0.709927016,0.309407781,0.960789122,0.80237093,0.264159345,0.268009582,0.669702902,0.457020322,0.933206282,0.730390114,0.75081121,0.321468666,0.813729159,0.35129546,0.997301091,0.519806625,0.776932281,0.605884108,0.224193384,0.042055434,0.041008133,0.994023202,0.076721756,0.038388681,0.711581561,0.434101284,0.378308497,0.744520802,0.310578186,0.988864162,0.78623384,0.657413563,0.53371434,0.141689935,0.815574235,0.610056072,0.805126336,0.356587321,0.449451465,0.804453042
RICHLAND,0.485266704,0.376682067,0.479552456,0.664811817,0.467968124,0.462890176,0.710142174,0.556114409,0.016965638,0.834354208,0.130746285,0.18941894,0.350670972,0.900297499,0.706837092,0.591975065,0.283860647,0.00726813,0.60586516,0.623498161,0.497572273,0.660474132,0.637316377,0.772852443,0.595859225,0.088777097,0.800629747,0.701913049,0.664197785,0.619929735,0.602958339,0.70139532,0.717042936,0.517759551,0.054440092,0.446009329,0.243553779,0.044211379,0.966437903,0.498502306,0.346828107,0.328544903,0.731654077,0.265484159,0.149773387,0.841724238,0.867594577,0.963496932,0.304017582,0.660689046,0.577730869,0.46106898,0.449900503,0.735753448,0.005473106,0.10153264,0.971918056,0.347039338,0.707297071,0.328291101,0.534253454,0.872818443,0.573182581,0.592834624,0.086468241,0.308083979,0.50532265,0.255450246,0.865550689,0.999954886,0.950422593,0.825577061,0.408530706,0.305908118,0.435227798,0.758448793,0.53378083,0.500908405,0.567844638,0.525667182,0.81095579,0.514071379,0.098313054,0.432922773,0.49570176,0.967031643,0.951733866,0.499445903,0.264159279,0.835807628,0.091709322,0.346262671,0.802542626,0.27643123,0.112574386,0.329365515,0.046695619,0.652874594,0.106559122,0.909360911,0.980737332,0.891148645,0.617980931,0.98380298,0.559281532,0.521059579,0.452630787,0.06472836,0.388592524,0.255926369,0.783482369,0.748806509,0.624209296,0.539556525,0.266919273,0.918910971,0.807456502,0.888581472,0.416354962,0.78739248,0.465099173,0.652966587,0.502388906,0.256978956,0.139619825,0.195049801,0.137726237
ROBINSON,0.972224716,0.181439033,0.923547857,0.827537406,0.001967226,0.694141618,0.883618,0.018136917,0.454556343,0.779791432,0.350544585,0.949452817,0.245753487,0.473875604,0.135346542,0.835821026,0.012000021,0.643747264,0.549847124,0.13443174,0.80690084,0.352462487,0.616421166,0.449054266,0.06431214,0.856032943,0.007789603,0.24142002,0.298605746,0.51799529,0.713960988,0.566619363,0.779946362,0.177901999,0.692045805,0.900055494,0.889233572,0.969587266,0.272478583,0.827637285,0.411243401,0.085458803,0.08420941,0.619259386,0.659972654,0.04306517,0.143282869,0.469350786,0.438218154,0.881261452,0.267443206,0.462415948,0.704535249,0.168558197,0.784025586,0.005404075,0.439266043,0.853978768,0.690825864,0.842463285,0.140823723,0.89688147,0.964816506,0.179470424,0.994093765,0.647727942,0.996267253,0.516164368,0.823301261,0.830839703,0.839378809,0.286053353,0.933254085,0.314261501,0.315818224,0.810705411,0.439777412,0.682249068,0.176085115,0.722008569,0.203362057,0.192046795,0.572844407,0.685323817,0.906706762,0.898795658,0.453681214,0.650123947,0.650292225,0.37896131,0.587464191,0.674535149,0.58058666,0.01542534,0.821339338,0.794965239,0.405846783,0.4810379,0.792340961,0.973741985,0.460363167,0.832457998,0.60361917,0.354209457,0.310505138,0.214336204,0.375616555,0.665098618,0.537414364,0.697555291,0.04366955,0.527320586,0.516112251,0.693995714,0.439411346,0.804822803,0.012748446,0.110525777,0.683680525,0.84421146,0.446381752,0.156065027,0.150924321,0.529094122,0.156328403,0.672703497,0.728429378
