,selected_zone,zone_value,value
2876,PENN HILLS,COLLIER,0.244875597
2877,PENNSBURY VILLAGE,COLLIER,0.134785394
2878,PINE,COLLIER,0.246404557
2879,PITCAIRN,COLLIER,0.057640791
2880,PITTSBURGH,COLLIER,0.790486637
2881,PLEASANT HILLS,COLLIER,0.201281957
2882,PLUM,COLLIER,0.826294299
2883,PORT VUE,COLLIER,0.225131222
2884,RANKIN,COLLIER,0.198900248
2885,RESERVE,COLLIER,0.834515674
2886,RICHLAND,COLLIER,0.637316377
2887,ROBINSON,COLLIER,0.616421166
2888,ROSS,COLLIER,0.323973439
2889,ROSSLYN FARMS,COLLIER,0.193338056
2890,SCOTT,COLLIER,0.515157205
2891,SEWICKLEY,COLLIER,0.173545568
2892,SEWICKLEY HEIGHTS,COLLIER,0.251354029
2893,SEWICKLEY HILLS,COLLIER,0.789965547
2894,SHALER,COLLIER,0.580031917
2895,SHARPSBURG,COLLIER,0.616825597
2896,SOUTH FAYETTE,COLLIER,0.787409801
2897,SOUTH PARK,COLLIER,0.624594632
2898,SOUTH VERSAILLES,COLLIER,0.669602402
2899,SPRINGDALE,COLLIER,0.598227244
2900,STOWE,COLLIER,0.705489769
2901,SWISSVALE,COLLIER,0.54327809
2902,TARENTUM,COLLIER,0.926006789
2903,THORNBURG,COLLIER,0.312645671
2904,TRAFFORD,COLLIER,0.512142905
2905,TURTLE CREEK,COLLIER,0.056493128
2906,UPPER ST. CLAIR,COLLIER,0.476133552
2907,VERONA,COLLIER,0.66765725
2908,VERSAILLES,COLLIER,0.172304476
2909,WALL,COLLIER,0.872049554
2910,WEST DEER,COLLIER,0.19842578
2911,WEST ELIZABETH,COLLIER,0.407557268
2912,WEST HOMESTEAD,COLLIER,0.835907167
2913,WEST MIFFLIN,COLLIER,0.629364408
2914,WEST VIEW,COLLIER,0.23888554
2915,WHITAKER,COLLIER,0.710093386
2916,WHITE OAK,COLLIER,0.851890342
2917,WHITEHALL,COLLIER,0.147293483
2918,WILKINS,COLLIER,0.237317349
2919,WILKINSBURG,COLLIER,0.188405429
2920,WILMERDING,COLLIER,0.038871915
2921,ALEPPO,CORAOPOLIS,0.953411966
2922,ASPINWALL,CORAOPOLIS,0.828135849
2923,AVALON,CORAOPOLIS,0.09125371
2924,BALDWIN,CORAOPOLIS,0.032344067
2925,BELL ACRES,CORAOPOLIS,0.049419887
2926,BELLEVUE,CORAOPOLIS,0.513910361
2927,BEN AVON,CORAOPOLIS,0.347759469
2928,BEN AVON HEIGHTS,CORAOPOLIS,0.154931783
2929,BETHEL PARK,CORAOPOLIS,0.780378572
2930,BLAWNOX,CORAOPOLIS,0.37771618
2931,BRACKENRIDGE,CORAOPOLIS,0.212801937
2932,BRADDOCK,CORAOPOLIS,0.335391348
2933,BRADDOCK HILLS,CORAOPOLIS,0.515085558
2934,BRADFORD WOODS,CORAOPOLIS,0.089153674
2935,BRENTWOOD,CORAOPOLIS,0.270439058
2936,BRIDGEVILLE,CORAOPOLIS,0.766240537
2937,CARNEGIE,CORAOPOLIS,0.055056404
2938,CASTLE SHANNON,CORAOPOLIS,0.229777578
2939,CHALFANT,CORAOPOLIS,0.531215885
2940,CHESWICK,CORAOPOLIS,0.869641449
2941,CHURCHILL,CORAOPOLIS,0.788099368
2942,CLAIRTON,CORAOPOLIS,0.903313086
2943,COLLIER,CORAOPOLIS,0.338852875
2944,CORAOPOLIS,CORAOPOLIS,0.416533092
2945,CRAFTON,CORAOPOLIS,0.146723539
2946,CRESCENT,CORAOPOLIS,0.814999844
2947,DORMONT,CORAOPOLIS,0.789357163
2948,DRAVOSBURG,CORAOPOLIS,0.000250949
2949,DUQUESNE,CORAOPOLIS,0.348988828
2950,EAST DEER,CORAOPOLIS,0.237555233
2951,EAST MCKEESPORT,CORAOPOLIS,0.610766468
2952,EAST PITTSBURGH,CORAOPOLIS,0.800934571
2953,EDGEWOOD,CORAOPOLIS,0.611306508
2954,EDGEWORTH,CORAOPOLIS,0.261402977
2955,ELIZABETH,CORAOPOLIS,0.201594115
2956,EMSWORTH,CORAOPOLIS,0.257788906
2957,ETNA,CORAOPOLIS,0.306124484
2958,FAWN,CORAOPOLIS,0.618536771
2959,FINDLAY,CORAOPOLIS,0.053714905
2960,FOREST HILLS,CORAOPOLIS,0.17085382
2961,FORWARD,CORAOPOLIS,0.42887882
2962,FOX CHAPEL,CORAOPOLIS,0.66926989
2963,FRANKLIN PARK,CORAOPOLIS,0.944667363
2964,FRAZER,CORAOPOLIS,0.323609687
2965,GLASSPORT,CORAOPOLIS,0.339428857
2966,GLEN OSBORNE,CORAOPOLIS,0.272079682
2967,GLENFIELD,CORAOPOLIS,0.048192589
2968,GREEN TREE,CORAOPOLIS,0.577547976
2969,HAMPTON,CORAOPOLIS,0.543648336
2970,HARMAR,CORAOPOLIS,0.060618179
2971,HARRISON,CORAOPOLIS,0.199792584
2972,HAYSVILLE,CORAOPOLIS,0.60956737
2973,HEIDELBERG,CORAOPOLIS,0.90820146
2974,HOMESTEAD,CORAOPOLIS,0.464137633
2975,INDIANA,CORAOPOLIS,0.597477349
2976,INGRAM,CORAOPOLIS,0.659079
2977,JEFFERSON HILLS,CORAOPOLIS,0.879859247
2978,KENNEDY,CORAOPOLIS,0.390369558
2979,KILBUCK,CORAOPOLIS,0.649695292
2980,LEET,CORAOPOLIS,0.098021207
2981,LEETSDALE,CORAOPOLIS,0.512091381
2982,LIBERTY,CORAOPOLIS,0.844343001
2983,LINCOLN,CORAOPOLIS,0.060513527
2984,MARSHALL,CORAOPOLIS,0.644972095
2985,MCCANDLESS,CORAOPOLIS,0.438717341
2986,MCDONALD,CORAOPOLIS,0.709220052
2987,MCKEES ROCKS,CORAOPOLIS,0.838386278
2988,MCKEESPORT,CORAOPOLIS,0.713251499
2989,MILLVALE,CORAOPOLIS,0.396162606
2990,MONROEVILLE,CORAOPOLIS,0.762751045
2991,MOON,CORAOPOLIS,0.109277514
2992,MOUNT LEBANON,CORAOPOLIS,0.341689641
2993,MOUNT OLIVER,CORAOPOLIS,0.230148983
2994,MUNHALL,CORAOPOLIS,0.455960528
2995,NEVILLE,CORAOPOLIS,0.868241238
2996,NORTH BRADDOCK,CORAOPOLIS,0.396544088
2997,NORTH FAYETTE,CORAOPOLIS,0.515049099
2998,NORTH VERSAILLES,CORAOPOLIS,0.598086958
2999,O'HARA,CORAOPOLIS,0.388524407
3000,OAKDALE,CORAOPOLIS,0.463899567
3001,OAKMONT,CORAOPOLIS,0.63667788
3002,OHIO,CORAOPOLIS,0.094278323
3003,PENN HILLS,CORAOPOLIS,0.149052442
3004,PENNSBURY VILLAGE,CORAOPOLIS,0.790882149
3005,PINE,CORAOPOLIS,0.988472913
3006,PITCAIRN,CORAOPOLIS,0.198941397
3007,PITTSBURGH,CORAOPOLIS,0.776509905
3008,PLEASANT HILLS,CORAOPOLIS,0.90255716
3009,PLUM,CORAOPOLIS,0.026746733
3010,PORT VUE,CORAOPOLIS,0.12790859
3011,RANKIN,CORAOPOLIS,0.868602721
3012,RESERVE,CORAOPOLIS,0.949706857
3013,RICHLAND,CORAOPOLIS,0.772852443
3014,ROBINSON,CORAOPOLIS,0.449054266
3015,ROSS,CORAOPOLIS,0.56408021
3016,ROSSLYN FARMS,CORAOPOLIS,0.894110305
3017,SCOTT,CORAOPOLIS,0.360945609
3018,SEWICKLEY,CORAOPOLIS,0.579130671
3019,SEWICKLEY HEIGHTS,CORAOPOLIS,0.55911533
3020,SEWICKLEY HILLS,CORAOPOLIS,0.26834176
3021,SHALER,CORAOPOLIS,0.223038568
3022,SHARPSBURG,CORAOPOLIS,0.578631933
3023,SOUTH FAYETTE,CORAOPOLIS,0.699400465
3024,SOUTH PARK,CORAOPOLIS,0.086394058
3025,SOUTH VERSAILLES,CORAOPOLIS,0.82568271
3026,SPRINGDALE,CORAOPOLIS,0.367362867
3027,STOWE,CORAOPOLIS,0.562711833
3028,SWISSVALE,CORAOPOLIS,0.365973013
3029,TARENTUM,CORAOPOLIS,0.039919173
3030,THORNBURG,CORAOPOLIS,0.457750124
3031,TRAFFORD,CORAOPOLIS,0.183945686
3032,TURTLE CREEK,CORAOPOLIS,0.565282739
3033,UPPER ST. CLAIR,CORAOPOLIS,0.298468341
3034,VERONA,CORAOPOLIS,0.27286326
3035,VERSAILLES,CORAOPOLIS,0.917271824
3036,WALL,CORAOPOLIS,0.620247901
3037,WEST DEER,CORAOPOLIS,0.65444221
3038,WEST ELIZABETH,CORAOPOLIS,0.274820368
3039,WEST HOMESTEAD,CORAOPOLIS,0.504044058
3040,WEST MIFFLIN,CORAOPOLIS,0.942136939
3041,WEST VIEW,CORAOPOLIS,0.855615413
3042,WHITAKER,CORAOPOLIS,0.885876133
3043,WHITE OAK,CORAOPOLIS,0.71874773
3044,WHITEHALL,CORAOPOLIS,0.592541759
3045,WILKINS,CORAOPOLIS,0.609594205
3046,WILKINSBURG,CORAOPOLIS,0.454818715
3047,WILMERDING,CORAOPOLIS,0.746419724
3048,ALEPPO,CRAFTON,0.599535136
3049,ASPINWALL,CRAFTON,0.236903862
3050,AVALON,CRAFTON,0.713281469
3051,BALDWIN,CRAFTON,0.068671218
3052,BELL ACRES,CRAFTON,0.813007368
3053,BELLEVUE,CRAFTON,0.573633004
3054,BEN AVON,CRAFTON,0.003321217
3055,BEN AVON HEIGHTS,CRAFTON,0.984942521
3056,BETHEL PARK,CRAFTON,0.413133474
3057,BLAWNOX,CRAFTON,0.959919125
3058,BRACKENRIDGE,CRAFTON,0.297815002
3059,BRADDOCK,CRAFTON,0.944957804
3060,BRADDOCK HILLS,CRAFTON,0.048863344
3061,BRADFORD WOODS,CRAFTON,0.614253245
3062,BRENTWOOD,CRAFTON,0.857569919
3063,BRIDGEVILLE,CRAFTON,0.676627761
3064,CARNEGIE,CRAFTON,0.442361098
3065,CASTLE SHANNON,CRAFTON,0.292875023
3066,CHALFANT,CRAFTON,0.056838439
3067,CHESWICK,CRAFTON,0.817357615
3068,CHURCHILL,CRAFTON,0.19990432
3069,CLAIRTON,CRAFTON,0.049108598
3070,COLLIER,CRAFTON,0.747272781
3071,CORAOPOLIS,CRAFTON,0.150909592
3072,CRAFTON,CRAFTON,0.697233557
3073,CRESCENT,CRAFTON,0.369713499
3074,DORMONT,CRAFTON,0.801918842
3075,DRAVOSBURG,CRAFTON,0.288733486
3076,DUQUESNE,CRAFTON,0.448632101
3077,EAST DEER,CRAFTON,0.060625296
3078,EAST MCKEESPORT,CRAFTON,0.992971195
3079,EAST PITTSBURGH,CRAFTON,0.19787585
3080,EDGEWOOD,CRAFTON,0.871135723
3081,EDGEWORTH,CRAFTON,0.024592577
3082,ELIZABETH,CRAFTON,0.594269517
3083,EMSWORTH,CRAFTON,0.628794018
3084,ETNA,CRAFTON,0.025711224
3085,FAWN,CRAFTON,0.531901081
3086,FINDLAY,CRAFTON,0.192886357
3087,FOREST HILLS,CRAFTON,0.299924495
3088,FORWARD,CRAFTON,0.771469186
3089,FOX CHAPEL,CRAFTON,0.359092969
3090,FRANKLIN PARK,CRAFTON,0.820156885
3091,FRAZER,CRAFTON,0.561951765
3092,GLASSPORT,CRAFTON,0.558649784
3093,GLEN OSBORNE,CRAFTON,0.595032389
3094,GLENFIELD,CRAFTON,0.199245947
3095,GREEN TREE,CRAFTON,0.168834688
3096,HAMPTON,CRAFTON,0.517733819
3097,HARMAR,CRAFTON,0.853116647
3098,HARRISON,CRAFTON,0.499523781
3099,HAYSVILLE,CRAFTON,0.693870455
3100,HEIDELBERG,CRAFTON,0.242628631
3101,HOMESTEAD,CRAFTON,0.009894602
3102,INDIANA,CRAFTON,0.468719832
3103,INGRAM,CRAFTON,0.11149319
3104,JEFFERSON HILLS,CRAFTON,0.946350955
3105,KENNEDY,CRAFTON,0.603706985
3106,KILBUCK,CRAFTON,0.347023298
3107,LEET,CRAFTON,0.591251473
3108,LEETSDALE,CRAFTON,0.389513738
3109,LIBERTY,CRAFTON,0.37845378
3110,LINCOLN,CRAFTON,0.126069329
3111,MARSHALL,CRAFTON,0.283115771
3112,MCCANDLESS,CRAFTON,0.651389019
3113,MCDONALD,CRAFTON,0.797705765
3114,MCKEES ROCKS,CRAFTON,0.871534872
3115,MCKEESPORT,CRAFTON,0.757570984
3116,MILLVALE,CRAFTON,0.561369259
3117,MONROEVILLE,CRAFTON,0.281383899
3118,MOON,CRAFTON,0.827252398
3119,MOUNT LEBANON,CRAFTON,0.932396644
3120,MOUNT OLIVER,CRAFTON,0.498291602
3121,MUNHALL,CRAFTON,0.311245009
3122,NEVILLE,CRAFTON,0.00975002
3123,NORTH BRADDOCK,CRAFTON,0.494474446
3124,NORTH FAYETTE,CRAFTON,0.145487548
3125,NORTH VERSAILLES,CRAFTON,0.821199812
3126,O'HARA,CRAFTON,0.249249744
3127,OAKDALE,CRAFTON,0.704300205
3128,OAKMONT,CRAFTON,0.955048698
3129,OHIO,CRAFTON,0.428199105
3130,PENN HILLS,CRAFTON,0.110725253
3131,PENNSBURY VILLAGE,CRAFTON,0.228586515
3132,PINE,CRAFTON,0.794032596
3133,PITCAIRN,CRAFTON,0.381498525
3134,PITTSBURGH,CRAFTON,0.057936822
3135,PLEASANT HILLS,CRAFTON,0.114923419
3136,PLUM,CRAFTON,0.210898147
3137,PORT VUE,CRAFTON,0.927436178
3138,RANKIN,CRAFTON,0.739510517
3139,RESERVE,CRAFTON,0.451847616
3140,RICHLAND,CRAFTON,0.595859225
3141,ROBINSON,CRAFTON,0.06431214
3142,ROSS,CRAFTON,0.867026464
3143,ROSSLYN FARMS,CRAFTON,0.578038691
3144,SCOTT,CRAFTON,0.372185499
3145,SEWICKLEY,CRAFTON,0.503124947
3146,SEWICKLEY HEIGHTS,CRAFTON,0.9676197
3147,SEWICKLEY HILLS,CRAFTON,0.643793419
3148,SHALER,CRAFTON,0.31632643
3149,SHARPSBURG,CRAFTON,0.429666218
3150,SOUTH FAYETTE,CRAFTON,0.098163988
3151,SOUTH PARK,CRAFTON,0.010329101
3152,SOUTH VERSAILLES,CRAFTON,0.915657369
3153,SPRINGDALE,CRAFTON,0.243771979
3154,STOWE,CRAFTON,0.101813432
3155,SWISSVALE,CRAFTON,0.930953956
3156,TARENTUM,CRAFTON,0.887862214
3157,THORNBURG,CRAFTON,0.434929236
3158,TRAFFORD,CRAFTON,0.838313651
3159,TURTLE CREEK,CRAFTON,0.749051893
3160,UPPER ST. CLAIR,CRAFTON,0.748011096
3161,VERONA,CRAFTON,0.79606271
3162,VERSAILLES,CRAFTON,0.143993238
3163,WALL,CRAFTON,0.853303236
3164,WEST DEER,CRAFTON,0.619595741
3165,WEST ELIZABETH,CRAFTON,0.241715809
3166,WEST HOMESTEAD,CRAFTON,0.092519011
3167,WEST MIFFLIN,CRAFTON,0.610855628
3168,WEST VIEW,CRAFTON,0.621127811
3169,WHITAKER,CRAFTON,0.16275772
3170,WHITE OAK,CRAFTON,0.537342186
3171,WHITEHALL,CRAFTON,0.333496995
3172,WILKINS,CRAFTON,0.842147945
3173,WILKINSBURG,CRAFTON,0.81402579
3174,WILMERDING,CRAFTON,0.590118542
3175,ALEPPO,CRESCENT,0.351900077
3176,ASPINWALL,CRESCENT,0.28853647
3177,AVALON,CRESCENT,0.47575802
3178,BALDWIN,CRESCENT,0.820844448
3179,BELL ACRES,CRESCENT,0.998598025
3180,BELLEVUE,CRESCENT,0.600497839
3181,BEN AVON,CRESCENT,0.807718419
3182,BEN AVON HEIGHTS,CRESCENT,0.761845462
3183,BETHEL PARK,CRESCENT,0.871513146
3184,BLAWNOX,CRESCENT,0.298063034
3185,BRACKENRIDGE,CRESCENT,0.008039162
3186,BRADDOCK,CRESCENT,0.341289813
3187,BRADDOCK HILLS,CRESCENT,0.461731247
3188,BRADFORD WOODS,CRESCENT,0.003553683
3189,BRENTWOOD,CRESCENT,0.580049935
3190,BRIDGEVILLE,CRESCENT,0.767857405
3191,CARNEGIE,CRESCENT,0.738060926
3192,CASTLE SHANNON,CRESCENT,0.403267733
3193,CHALFANT,CRESCENT,0.961274197
3194,CHESWICK,CRESCENT,0.872789396
3195,CHURCHILL,CRESCENT,0.987560322
3196,CLAIRTON,CRESCENT,0.514829747
3197,COLLIER,CRESCENT,0.175418814
3198,CORAOPOLIS,CRESCENT,0.610175045
3199,CRAFTON,CRESCENT,0.259744174
3200,CRESCENT,CRESCENT,0.068045245
3201,DORMONT,CRESCENT,0.413132093
3202,DRAVOSBURG,CRESCENT,0.067131953
3203,DUQUESNE,CRESCENT,0.740764809
3204,EAST DEER,CRESCENT,0.29003518
3205,EAST MCKEESPORT,CRESCENT,0.216130817
3206,EAST PITTSBURGH,CRESCENT,0.122196672
3207,EDGEWOOD,CRESCENT,0.559060876
3208,EDGEWORTH,CRESCENT,0.772335032
3209,ELIZABETH,CRESCENT,0.783413016
3210,EMSWORTH,CRESCENT,0.595283825
3211,ETNA,CRESCENT,0.644865615
3212,FAWN,CRESCENT,0.786875183
3213,FINDLAY,CRESCENT,0.154779446
3214,FOREST HILLS,CRESCENT,0.630644736
3215,FORWARD,CRESCENT,0.2675745
3216,FOX CHAPEL,CRESCENT,0.123596121
3217,FRANKLIN PARK,CRESCENT,0.512850624
3218,FRAZER,CRESCENT,0.692907559
3219,GLASSPORT,CRESCENT,0.870974624
3220,GLEN OSBORNE,CRESCENT,0.248517005
3221,GLENFIELD,CRESCENT,0.041133322
3222,GREEN TREE,CRESCENT,0.717727534
3223,HAMPTON,CRESCENT,0.604536461
3224,HARMAR,CRESCENT,0.683695089
3225,HARRISON,CRESCENT,0.721685633
3226,HAYSVILLE,CRESCENT,0.026632329
3227,HEIDELBERG,CRESCENT,0.498305008
3228,HOMESTEAD,CRESCENT,0.484160124
3229,INDIANA,CRESCENT,0.670997646
3230,INGRAM,CRESCENT,0.181903524
3231,JEFFERSON HILLS,CRESCENT,0.302667315
3232,KENNEDY,CRESCENT,0.002943666
3233,KILBUCK,CRESCENT,0.814533858
3234,LEET,CRESCENT,0.712557013
3235,LEETSDALE,CRESCENT,0.092510756
3236,LIBERTY,CRESCENT,0.306802937
3237,LINCOLN,CRESCENT,0.81002331
3238,MARSHALL,CRESCENT,0.250258869
3239,MCCANDLESS,CRESCENT,0.950848896
3240,MCDONALD,CRESCENT,0.009574136
3241,MCKEES ROCKS,CRESCENT,0.657235536
3242,MCKEESPORT,CRESCENT,0.680050595
3243,MILLVALE,CRESCENT,0.284523891
3244,MONROEVILLE,CRESCENT,0.11284166
3245,MOON,CRESCENT,0.348257753
3246,MOUNT LEBANON,CRESCENT,0.653330485
3247,MOUNT OLIVER,CRESCENT,0.194155663
3248,MUNHALL,CRESCENT,0.979939077
3249,NEVILLE,CRESCENT,0.522212953
3250,NORTH BRADDOCK,CRESCENT,0.618015178
3251,NORTH FAYETTE,CRESCENT,0.669331367
3252,NORTH VERSAILLES,CRESCENT,0.805402247
3253,O'HARA,CRESCENT,0.57856821
3254,OAKDALE,CRESCENT,0.797607631
3255,OAKMONT,CRESCENT,0.179703225
3256,OHIO,CRESCENT,0.011659599
3257,PENN HILLS,CRESCENT,0.330130568
3258,PENNSBURY VILLAGE,CRESCENT,0.637064579
3259,PINE,CRESCENT,0.063789946
3260,PITCAIRN,CRESCENT,0.138551824
3261,PITTSBURGH,CRESCENT,0.571138426
3262,PLEASANT HILLS,CRESCENT,0.333030443
3263,PLUM,CRESCENT,0.14784301
3264,PORT VUE,CRESCENT,0.132780902
3265,RANKIN,CRESCENT,0.449573933
3266,RESERVE,CRESCENT,0.552176753
3267,RICHLAND,CRESCENT,0.088777097
3268,ROBINSON,CRESCENT,0.856032943
3269,ROSS,CRESCENT,0.370990405
3270,ROSSLYN FARMS,CRESCENT,0.004416393
3271,SCOTT,CRESCENT,0.177436131
3272,SEWICKLEY,CRESCENT,0.166002278
3273,SEWICKLEY HEIGHTS,CRESCENT,0.816721737
3274,SEWICKLEY HILLS,CRESCENT,0.775838843
3275,SHALER,CRESCENT,0.914828846
3276,SHARPSBURG,CRESCENT,0.388781955
3277,SOUTH FAYETTE,CRESCENT,0.909261472
3278,SOUTH PARK,CRESCENT,0.612792559
3279,SOUTH VERSAILLES,CRESCENT,0.392279433
3280,SPRINGDALE,CRESCENT,0.858414798
3281,STOWE,CRESCENT,0.71334904
3282,SWISSVALE,CRESCENT,0.12210979
3283,TARENTUM,CRESCENT,0.971738852
3284,THORNBURG,CRESCENT,0.90271846
3285,TRAFFORD,CRESCENT,0.035369133
3286,TURTLE CREEK,CRESCENT,0.302137724
3287,UPPER ST. CLAIR,CRESCENT,0.980325488
3288,VERONA,CRESCENT,0.295859083
3289,VERSAILLES,CRESCENT,0.982206848
3290,WALL,CRESCENT,0.82164535
3291,WEST DEER,CRESCENT,0.794738385
3292,WEST ELIZABETH,CRESCENT,0.044730022
3293,WEST HOMESTEAD,CRESCENT,0.545502033
3294,WEST MIFFLIN,CRESCENT,0.67571367
3295,WEST VIEW,CRESCENT,0.460141236
3296,WHITAKER,CRESCENT,0.227428727
3297,WHITE OAK,CRESCENT,0.024819246
3298,WHITEHALL,CRESCENT,0.95769093
3299,WILKINS,CRESCENT,0.422520505
3300,WILKINSBURG,CRESCENT,0.651766473
3301,WILMERDING,CRESCENT,0.839907645
3302,ALEPPO,DORMONT,0.887311408
3303,ASPINWALL,DORMONT,0.620819657
3304,AVALON,DORMONT,0.79062361
3305,BALDWIN,DORMONT,0.882025144
3306,BELL ACRES,DORMONT,0.418155008
3307,BELLEVUE,DORMONT,0.511411603
3308,BEN AVON,DORMONT,0.17687068
3309,BEN AVON HEIGHTS,DORMONT,0.534033445
3310,BETHEL PARK,DORMONT,0.61089505
3311,BLAWNOX,DORMONT,0.111526753
3312,BRACKENRIDGE,DORMONT,0.166271827
3313,BRADDOCK,DORMONT,0.35745677
3314,BRADDOCK HILLS,DORMONT,0.400614021
3315,BRADFORD WOODS,DORMONT,0.381088053
3316,BRENTWOOD,DORMONT,0.501281586
3317,BRIDGEVILLE,DORMONT,0.896672923
3318,CARNEGIE,DORMONT,0.746458342
3319,CASTLE SHANNON,DORMONT,0.323275177
3320,CHALFANT,DORMONT,0.794379322
3321,CHESWICK,DORMONT,0.1734965
3322,CHURCHILL,DORMONT,0.098680789
3323,CLAIRTON,DORMONT,0.507226287
3324,COLLIER,DORMONT,0.810940595
3325,CORAOPOLIS,DORMONT,0.404387358
3326,CRAFTON,DORMONT,0.798118177
3327,CRESCENT,DORMONT,0.723175598
3328,DORMONT,DORMONT,0.730688471
3329,DRAVOSBURG,DORMONT,0.23142009
3330,DUQUESNE,DORMONT,0.966145625
3331,EAST DEER,DORMONT,0.212635954
3332,EAST MCKEESPORT,DORMONT,0.617733365
3333,EAST PITTSBURGH,DORMONT,0.242909356
3334,EDGEWOOD,DORMONT,0.698279348
3335,EDGEWORTH,DORMONT,0.847126304
3336,ELIZABETH,DORMONT,0.374006506
3337,EMSWORTH,DORMONT,0.140678155
3338,ETNA,DORMONT,0.28886572
3339,FAWN,DORMONT,0.960086521
3340,FINDLAY,DORMONT,0.058681779
3341,FOREST HILLS,DORMONT,0.299550497
3342,FORWARD,DORMONT,0.913557212
3343,FOX CHAPEL,DORMONT,0.47177831
3344,FRANKLIN PARK,DORMONT,0.599361541
3345,FRAZER,DORMONT,0.278755159
3346,GLASSPORT,DORMONT,0.526357061
3347,GLEN OSBORNE,DORMONT,0.189585481
3348,GLENFIELD,DORMONT,0.786985655
3349,GREEN TREE,DORMONT,0.443356185
3350,HAMPTON,DORMONT,0.582712734
3351,HARMAR,DORMONT,0.779014073
3352,HARRISON,DORMONT,0.059821002
3353,HAYSVILLE,DORMONT,0.157566172
3354,HEIDELBERG,DORMONT,0.011464658
3355,HOMESTEAD,DORMONT,0.096420515
3356,INDIANA,DORMONT,0.959615562
3357,INGRAM,DORMONT,0.408662626
3358,JEFFERSON HILLS,DORMONT,0.292895674
3359,KENNEDY,DORMONT,0.382587323
3360,KILBUCK,DORMONT,0.055945424
3361,LEET,DORMONT,0.260963212
3362,LEETSDALE,DORMONT,0.417213856
3363,LIBERTY,DORMONT,0.826268338
3364,LINCOLN,DORMONT,0.009553888
3365,MARSHALL,DORMONT,0.288058975
3366,MCCANDLESS,DORMONT,0.601670725
3367,MCDONALD,DORMONT,0.208370116
3368,MCKEES ROCKS,DORMONT,0.224786079
3369,MCKEESPORT,DORMONT,0.919767176
3370,MILLVALE,DORMONT,0.312113136
3371,MONROEVILLE,DORMONT,0.472081477
3372,MOON,DORMONT,0.871665294
3373,MOUNT LEBANON,DORMONT,0.446532073
3374,MOUNT OLIVER,DORMONT,0.80319633
3375,MUNHALL,DORMONT,0.7401053
3376,NEVILLE,DORMONT,0.697609576
3377,NORTH BRADDOCK,DORMONT,0.982544686
3378,NORTH FAYETTE,DORMONT,0.687990918
3379,NORTH VERSAILLES,DORMONT,0.745962104
3380,O'HARA,DORMONT,0.271156562
3381,OAKDALE,DORMONT,0.63200679
3382,OAKMONT,DORMONT,0.211922607
3383,OHIO,DORMONT,0.238329853
3384,PENN HILLS,DORMONT,0.185194736
3385,PENNSBURY VILLAGE,DORMONT,0.569486206
3386,PINE,DORMONT,0.490019032
3387,PITCAIRN,DORMONT,0.974255723
3388,PITTSBURGH,DORMONT,0.849198063
3389,PLEASANT HILLS,DORMONT,0.766277975
3390,PLUM,DORMONT,0.754730216
3391,PORT VUE,DORMONT,0.573149847
3392,RANKIN,DORMONT,0.015640268
3393,RESERVE,DORMONT,0.265162965
3394,RICHLAND,DORMONT,0.800629747
3395,ROBINSON,DORMONT,0.007789603
3396,ROSS,DORMONT,0.385213317
3397,ROSSLYN FARMS,DORMONT,0.09186912
3398,SCOTT,DORMONT,0.270707684
3399,SEWICKLEY,DORMONT,0.572950279
3400,SEWICKLEY HEIGHTS,DORMONT,0.968707585
3401,SEWICKLEY HILLS,DORMONT,0.57617626
3402,SHALER,DORMONT,0.855843839
3403,SHARPSBURG,DORMONT,0.881014605
3404,SOUTH FAYETTE,DORMONT,0.970433625
3405,SOUTH PARK,DORMONT,0.919611804
3406,SOUTH VERSAILLES,DORMONT,0.668052791
3407,SPRINGDALE,DORMONT,0.007216435
3408,STOWE,DORMONT,0.504893935
3409,SWISSVALE,DORMONT,0.515273712
3410,TARENTUM,DORMONT,0.108274691
3411,THORNBURG,DORMONT,0.80576348
3412,TRAFFORD,DORMONT,0.570700172
3413,TURTLE CREEK,DORMONT,0.652547594
3414,UPPER ST. CLAIR,DORMONT,0.191267418
3415,VERONA,DORMONT,0.164700793
3416,VERSAILLES,DORMONT,0.725097038
3417,WALL,DORMONT,0.079971714
3418,WEST DEER,DORMONT,0.022834225
3419,WEST ELIZABETH,DORMONT,0.565132835
3420,WEST HOMESTEAD,DORMONT,0.927282121
3421,WEST MIFFLIN,DORMONT,0.871049594
3422,WEST VIEW,DORMONT,0.899567132
3423,WHITAKER,DORMONT,0.077207381
3424,WHITE OAK,DORMONT,0.81457752
3425,WHITEHALL,DORMONT,0.997128506
3426,WILKINS,DORMONT,0.255799169
3427,WILKINSBURG,DORMONT,0.582524276
3428,WILMERDING,DORMONT,0.737781644
3429,ALEPPO,DRAVOSBURG,0.433668996
3430,ASPINWALL,DRAVOSBURG,0.495328176
3431,AVALON,DRAVOSBURG,0.321604133
3432,BALDWIN,DRAVOSBURG,0.288429052
3433,BELL ACRES,DRAVOSBURG,0.424190301
3434,BELLEVUE,DRAVOSBURG,0.469072081
3435,BEN AVON,DRAVOSBURG,0.249642124
3436,BEN AVON HEIGHTS,DRAVOSBURG,0.786357823
3437,BETHEL PARK,DRAVOSBURG,0.583764255
3438,BLAWNOX,DRAVOSBURG,0.701665356
3439,BRACKENRIDGE,DRAVOSBURG,0.788765972
3440,BRADDOCK,DRAVOSBURG,0.338664798
